Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism
O35173	reviewed	KCNS1_MOUSE	Potassium voltage-gated channel subfamily S member 1 (Delayed-rectifier K(+) channel alpha subunit 1) (Voltage-gated potassium channel subunit Kv9.1)	Kcns1	Mus musculus (Mouse)
O35174	reviewed	KCNS2_MOUSE	Potassium voltage-gated channel subfamily S member 2 (Delayed-rectifier K(+) channel alpha subunit 2) (Voltage-gated potassium channel subunit Kv9.2)	Kcns2	Mus musculus (Mouse)
O35177	reviewed	CASL_MOUSE	Enhancer of filamentation 1 (mEF1) (CRK-associated substrate-related protein) (CAS-L) (Neural precursor cell expressed developmentally down-regulated protein 9) (NEDD-9) (p105)	Nedd9 Casl	Mus musculus (Mouse)
O35181	reviewed	NRG3_MOUSE	Pro-neuregulin-3, membrane-bound isoform (Pro-NRG3) [Cleaved into: Neuregulin-3 (NRG-3)]	Nrg3	Mus musculus (Mouse)
O35188	reviewed	X3CL1_MOUSE	Fractalkine (FK) (ABCD-3) (C-X3-C motif chemokine 1) (CX3C membrane-anchored chemokine) (Neurotactin) (Small-inducible cytokine D1) [Cleaved into: Processed fractalkine]	Cx3cl1 Cx3c Fkn Scyd1	Mus musculus (Mouse)
O35219	reviewed	KCNH2_MOUSE	Potassium voltage-gated channel subfamily H member 2 (Ether-a-go-go-related gene potassium channel 1) (ERG-1) (Eag-related protein 1) (Ether-a-go-go-related protein 1) (MERG) (Voltage-gated potassium channel subunit Kv11.1)	Kcnh2 Erg Merg1	Mus musculus (Mouse)
O35235	reviewed	TNF11_MOUSE	Tumor necrosis factor ligand superfamily member 11 (Osteoclast differentiation factor) (ODF) (Osteoprotegerin ligand) (OPGL) (Receptor activator of nuclear factor kappa-B ligand) (RANKL) (TNF-related activation-induced cytokine) (TRANCE) (CD antigen CD254) [Cleaved into: Tumor necrosis factor ligand superfamily member 11, membrane form; Tumor necrosis factor ligand superfamily member 11, soluble form]	Tnfsf11 Opgl Rankl Trance	Mus musculus (Mouse)
O35245	reviewed	PKD2_MOUSE	Polycystin-2 (Polycystic kidney disease 2 protein homolog) (Transient receptor potential cation channel subfamily P member 2)	Pkd2 TRPP2	Mus musculus (Mouse)
O35250	reviewed	EXOC7_MOUSE	Exocyst complex component 7 (Exocyst complex component Exo70)	Exoc7 Exo70	Mus musculus (Mouse)
O35305	reviewed	TNR11_MOUSE	Tumor necrosis factor receptor superfamily member 11A (Osteoclast differentiation factor receptor) (ODFR) (Receptor activator of NF-KB) (CD antigen CD265)	Tnfrsf11a Rank	Mus musculus (Mouse)
O35316	reviewed	SC6A6_MOUSE	Sodium- and chloride-dependent taurine transporter (Solute carrier family 6 member 6)	Slc6a6 Taut	Mus musculus (Mouse)
O35350	reviewed	CAN1_MOUSE	Calpain-1 catalytic subunit (EC 3.4.22.52) (Calcium-activated neutral proteinase 1) (CANP 1) (Calpain mu-type) (Calpain-1 large subunit) (Micromolar-calpain) (muCANP)	Capn1 Canp1 Capa1	Mus musculus (Mouse)
O35379	reviewed	MRP1_MOUSE	Multidrug resistance-associated protein 1 (EC 7.6.2.2) (ATP-binding cassette sub-family C member 1) (Glutathione-S-conjugate-translocating ATPase ABCC1) (EC 7.6.2.3) (Leukotriene C(4) transporter) (LTC4 transporter)	Abcc1 Abcc1a Abcc1b Mdrap Mrp	Mus musculus (Mouse)
O35387	reviewed	HAX1_MOUSE	HCLS1-associated protein X-1 (HS1-associating protein X-1) (HAX-1) (HS1-binding protein 1) (HSP1BP-1)	Hax1 Hs1bp1	Mus musculus (Mouse)
O35409	reviewed	FOLH1_MOUSE	Glutamate carboxypeptidase 2 (EC 3.4.17.21) (Folate hydrolase 1) (Folylpoly-gamma-glutamate carboxypeptidase) (FGCP) (Glutamate carboxypeptidase II) (GCPII) (Membrane glutamate carboxypeptidase) (mGCP) (N-acetylated-alpha-linked acidic dipeptidase I) (NAALADase I) (Prostate-specific membrane antigen homolog) (Pteroylpoly-gamma-glutamate carboxypeptidase)	Folh1 Mopsm Naalad1	Mus musculus (Mouse)
O35427	reviewed	RPC9_MOUSE	DNA-directed RNA polymerase III subunit RPC9 (RNA polymerase III subunit C9) (Calcitonin gene-related peptide-receptor component protein) (CGRP-RCP) (CGRP-receptor component protein) (CGRPRCP)	Crcp	Mus musculus (Mouse)
O35445	reviewed	RNF5_MOUSE	E3 ubiquitin-protein ligase RNF5 (EC 2.3.2.27) (RING finger protein 5)	Rnf5 Ng2	Mus musculus (Mouse)
O35449	reviewed	PRRT1_MOUSE	Proline-rich transmembrane protein 1 (Dispanin subfamily D member 1) (DSPD1) (Synapse differentiation-induced protein 4) (SynDIG4)	Prrt1 Ng5	Mus musculus (Mouse)
O35453	reviewed	HEPS_MOUSE	Serine protease hepsin (EC 3.4.21.106) [Cleaved into: Serine protease hepsin non-catalytic chain; Serine protease hepsin catalytic chain]	Hpn	Mus musculus (Mouse)
O35457	reviewed	CCRL2_MOUSE	C-C chemokine receptor-like 2 (Chemokine receptor CCR11) (G-protein coupled beta chemokine receptor) (Lipopolysaccharide-inducible C-C chemokine receptor) (L-CCR)	Ccrl2 Ccr11 Lccr	Mus musculus (Mouse)
O35464	reviewed	SEM6A_MOUSE	Semaphorin-6A (Semaphorin Q) (Sema Q) (Semaphorin VIA) (Sema VIA) (Semaphorin-6A-1) (SEMA6A-1)	Sema6a Semaq	Mus musculus (Mouse)
O35488	reviewed	S27A2_MOUSE	Long-chain fatty acid transport protein 2 (Arachidonate--CoA ligase) (EC 6.2.1.15) (Fatty acid transport protein 2) (FATP-2) (Fatty-acid-coenzyme A ligase, very long-chain 1) (Long-chain-fatty-acid--CoA ligase) (EC 6.2.1.3) (Phytanate--CoA ligase) (EC 6.2.1.24) (Solute carrier family 27 member 2) (Slc27a2) (THCA-CoA ligase) (EC 6.2.1.7) (Very long-chain acyl-CoA synthetase) (VLACS) (VLCS) (EC 6.2.1.-) (Very long-chain-fatty-acid-CoA ligase)	Slc27a2 Acsvl1 Facvl1 Fatp2 Vlacs Vlcs	Mus musculus (Mouse)
O35495	reviewed	CDK14_MOUSE	Cyclin-dependent kinase 14 (EC 2.7.11.22) (Cell division protein kinase 14) (Serine/threonine-protein kinase PFTAIRE-1)	Cdk14 Kiaa0834 Pftk1	Mus musculus (Mouse)
O35516	reviewed	NOTC2_MOUSE	Neurogenic locus notch homolog protein 2 (Notch 2) (Motch B) [Cleaved into: Notch 2 extracellular truncation; Notch 2 intracellular domain]	Notch2	Mus musculus (Mouse)
O35526	reviewed	STX1A_MOUSE	Syntaxin-1A (Neuron-specific antigen HPC-1)	Stx1a	Mus musculus (Mouse)
O35544	reviewed	EAA4_MOUSE	Excitatory amino acid transporter 4 (High-affinity neuronal glutamate transporter) (Sodium-dependent glutamate/aspartate transporter) (Solute carrier family 1 member 6)	Slc1a6 Eaat4	Mus musculus (Mouse)
O35598	reviewed	ADA10_MOUSE	Disintegrin and metalloproteinase domain-containing protein 10 (ADAM 10) (EC 3.4.24.81) (Kuzbanian protein homolog) (Mammalian disintegrin-metalloprotease) (CD antigen CD156c)	Adam10 Kuz Madm	Mus musculus (Mouse)
O35599	reviewed	OPSG_MOUSE	Medium-wave-sensitive opsin 1 (Green cone photoreceptor pigment) (Green-sensitive opsin) (M opsin) (Medium wavelength-sensitive cone opsin)	Opn1mw Gcp	Mus musculus (Mouse)
O35607	reviewed	BMPR2_MOUSE	Bone morphogenetic protein receptor type-2 (BMP type-2 receptor) (BMPR-2) (EC 2.7.11.30) (BRK-3) (Bone morphogenetic protein receptor type II) (BMP type II receptor) (BMPR-II)	Bmpr2	Mus musculus (Mouse)
O35625	reviewed	AXIN1_MOUSE	Axin-1 (Axis inhibition protein 1) (Protein Fused)	Axin1 Axin Fu	Mus musculus (Mouse)
O35626	reviewed	RASD1_MOUSE	Dexamethasone-induced Ras-related protein 1	Rasd1 Dexras1	Mus musculus (Mouse)
O35632	reviewed	HYAL2_MOUSE	Hyaluronidase-2 (Hyal-2) (EC 3.2.1.35) (Hyaluronoglucosaminidase-2)	Hyal2	Mus musculus (Mouse)
O35657	reviewed	NEUR1_MOUSE	Sialidase-1 (EC 3.2.1.18) (G9 sialidase) (Lysosomal sialidase) (N-acetyl-alpha-neuraminidase 1)	Neu1 Neu	Mus musculus (Mouse)
O35658	reviewed	C1QBP_MOUSE	Complement component 1 Q subcomponent-binding protein, mitochondrial (GC1q-R protein) (Glycoprotein gC1qBP) (C1qBP)	C1qbp Gc1qbp	Mus musculus (Mouse)
O35659	reviewed	GLP1R_MOUSE	Glucagon-like peptide 1 receptor (GLP-1 receptor) (GLP-1-R) (GLP-1R)	Glp1r	Mus musculus (Mouse)
O35664	reviewed	INAR2_MOUSE	Interferon alpha/beta receptor 2 (IFN-R-2) (IFN-alpha/beta receptor 2) (Type I interferon receptor 2)	Ifnar2	Mus musculus (Mouse)
O35671	reviewed	ITBP1_MOUSE	Integrin beta-1-binding protein 1 (Bodenin)	Itgb1bp1	Mus musculus (Mouse)
O35681	reviewed	SYT3_MOUSE	Synaptotagmin-3 (Synaptotagmin III) (SytIII)	Syt3	Mus musculus (Mouse)
O35696	reviewed	SIA8B_MOUSE	Alpha-2,8-sialyltransferase 8B (EC 2.4.3.-) (Polysialic acid synthase) (Sialyltransferase 8B) (SIAT8-B) (Sialyltransferase St8Sia II) (ST8SiaII) (Sialyltransferase X) (STX)	St8sia2 Siat8b Stx	Mus musculus (Mouse)
O35714	reviewed	TNR18_MOUSE	Tumor necrosis factor receptor superfamily member 18 (Glucocorticoid-induced TNFR-related protein) (CD antigen CD357)	Tnfrsf18 Gitr	Mus musculus (Mouse)
O35902	reviewed	DSG3_MOUSE	Desmoglein-3 (130 kDa pemphigus vulgaris antigen homolog)	Dsg3	Mus musculus (Mouse)
O35926	reviewed	CD5R2_MOUSE	Cyclin-dependent kinase 5 activator 2 (CDK5 activator 2) (Cyclin-dependent kinase 5 regulatory subunit 2) (p39) (p39I)	Cdk5r2 Nck5ai	Mus musculus (Mouse)
O35975	reviewed	NAR2B_MOUSE	T-cell ecto-ADP-ribosyltransferase 2 (EC 2.4.2.31) (ADP-ribosyltransferase C2 and C3 toxin-like 2) (ARTC2) (Mono(ADP-ribosyl)transferase 2B) (NAD(+) glycohydrolase) (EC 3.2.2.5) (T-cell NAD(P)(+)--arginine ADP-ribosyltransferase 2) (T-cell differentiation marker Rt6 homolog 2) (T-cell mono(ADP-ribosyl)transferase 2)	Art2b Rt6-2 Rt6.2	Mus musculus (Mouse)
O54689	reviewed	CCR6_MOUSE	C-C chemokine receptor type 6 (C-C CKR-6) (CC-CKR-6) (CCR-6) (KY411) (CD antigen CD196)	Ccr6 Cmkbr6	Mus musculus (Mouse)
O54693	reviewed	EDA_MOUSE	Ectodysplasin-A (EDA protein homolog) (Tabby protein) [Cleaved into: Ectodysplasin-A, membrane form; Ectodysplasin-A, secreted form]	Eda Ed1 Ta	Mus musculus (Mouse)
O54707	reviewed	KLRD1_MOUSE	Natural killer cells antigen CD94 (Killer cell lectin-like receptor subfamily D member 1) (CD antigen CD94)	Klrd1 Cd94	Mus musculus (Mouse)
O54709	reviewed	NKG2D_MOUSE	NKG2-D type II integral membrane protein (Killer cell lectin-like receptor subfamily K member 1) (NK cell receptor D) (NKG2-D-activating NK receptor) (CD antigen CD314)	Klrk1 Nkg2d	Mus musculus (Mouse)
O54724	reviewed	CAVN1_MOUSE	Caveolae-associated protein 1 (Cav-p60) (Cavin-1) (Polymerase I and transcript release factor)	Cavin1 Ptrf	Mus musculus (Mouse)
O54794	reviewed	AQP7_MOUSE	Aquaporin-7 (AQP-7) (Aquaglyceroporin-7)	Aqp7	Mus musculus (Mouse)
O54799	reviewed	NMBR_MOUSE	Neuromedin-B receptor (NMB-R) (Neuromedin-B-preferring bombesin receptor)	Nmbr	Mus musculus (Mouse)
O54827	reviewed	AT10A_MOUSE	Phospholipid-transporting ATPase VA (EC 7.6.2.1) (ATPase class V type 10A) (P-locus fat-associated ATPase) (P4-ATPase flippase complex alpha subunit ATP10A)	Atp10a Atpc5 Pfatp	Mus musculus (Mouse)
O54829	reviewed	RGS7_MOUSE	Regulator of G-protein signaling 7 (RGS7)	Rgs7	Mus musculus (Mouse)
O54851	reviewed	CXD2_MOUSE	Gap junction delta-2 protein (Connexin-36) (Cx36) (Gap junction alpha-9 protein)	Gjd2 Gja9	Mus musculus (Mouse)
O54885	reviewed	TYOBP_MOUSE	TYRO protein tyrosine kinase-binding protein (DNAX-activation protein 12) (Killer-activating receptor-associated protein) (KAR-associated protein)	Tyrobp Dap12 Karap	Mus musculus (Mouse)
O54890	reviewed	ITB3_MOUSE	Integrin beta-3 (Platelet membrane glycoprotein IIIa) (GPIIIa) (CD antigen CD61)	Itgb3	Mus musculus (Mouse)
O54901	reviewed	OX2G_MOUSE	OX-2 membrane glycoprotein (MRC OX-2 antigen) (CD antigen CD200)	Cd200 Mox2	Mus musculus (Mouse)
O54907	reviewed	TNF12_MOUSE	Tumor necrosis factor ligand superfamily member 12 (TNF-related weak inducer of apoptosis) (TWEAK) [Cleaved into: Tumor necrosis factor ligand superfamily member 12, membrane form; Tumor necrosis factor ligand superfamily member 12, secreted form]	Tnfsf12	Mus musculus (Mouse)
O54931	reviewed	AKAP2_MOUSE	PALM2-AKAP2 fusion protein (A-kinase anchor protein 2) (AKAP-2) (AKAP expressed in kidney and lung) (AKAP-KL) (Paralemmin A kinase anchor protein) (Paralemmin-2) (Protein kinase A-anchoring protein 2) (PRKA2)	Pakap Akap2 Palm2 Palm2akap2	Mus musculus (Mouse)
O54942	reviewed	CLD5_MOUSE	Claudin-5 (Brain endothelial cell clone 1 protein) (Lung-specific membrane protein)	Cldn5 Bec1	Mus musculus (Mouse)
O54951	reviewed	SEM6B_MOUSE	Semaphorin-6B (Semaphorin VIB) (Sema VIB) (Semaphorin-N) (Sema N)	Sema6b Seman	Mus musculus (Mouse)
O54957	reviewed	LAT_MOUSE	Linker for activation of T-cells family member 1 (36 kDa phosphotyrosine adapter protein) (pp36) (p36-38)	Lat	Mus musculus (Mouse)
O54967	reviewed	ACK1_MOUSE	Activated CDC42 kinase 1 (ACK-1) (EC 2.7.10.2) (EC 2.7.11.1) (Non-receptor protein tyrosine kinase Ack) (Tyrosine kinase non-receptor protein 2)	Tnk2 Ack1	Mus musculus (Mouse)
O54982	reviewed	KCNU1_MOUSE	Potassium channel subfamily U member 1 (Calcium-activated potassium channel subunit alpha-3) (Calcium-activated potassium channel, subfamily M subunit alpha-3) (Pore-forming subunit of the sperm-specific alkalization activated K(+) current) (KSper) (Slowpoke homolog 3) (mSlo3) (pH-sensitive maxi potassium channel)	Kcnu1 Kcnma3 Ksper Slo3	Mus musculus (Mouse)
O54990	reviewed	PROM1_MOUSE	Prominin-1 (Antigen AC133 homolog) (Prominin-like protein 1) (CD antigen CD133)	Prom1 Prom Proml1	Mus musculus (Mouse)
O55026	reviewed	ENTP2_MOUSE	Ectonucleoside triphosphate diphosphohydrolase 2 (NTPDase 2) (EC 3.6.1.-) (CD39 antigen-like 1) (Ecto-ATP diphosphohydrolase 2) (Ecto-ATPDase 2) (Ecto-ATPase 2)	Entpd2 Cd39l1	Mus musculus (Mouse)
O55074	reviewed	AKA7A_MOUSE	A-kinase anchor protein 7 isoform alpha (AKAP-7 isoform alpha) (A-kinase anchor protein 18) (AKAP-18) (A-kinase anchor protein 9 kDa) (AKAP 9) (Protein kinase A-anchoring protein 7 isoform alpha) (PRKA7 isoform alpha)	Akap7 Akap18	Mus musculus (Mouse)
O55098	reviewed	STK10_MOUSE	Serine/threonine-protein kinase 10 (EC 2.7.11.1) (Lymphocyte-oriented kinase)	Stk10 Lok	Mus musculus (Mouse)
O55103	reviewed	PRAX_MOUSE	Periaxin	Prx	Mus musculus (Mouse)
O55111	reviewed	DSG2_MOUSE	Desmoglein-2	Dsg2	Mus musculus (Mouse)
O55134	reviewed	PCD12_MOUSE	Protocadherin-12 (Vascular cadherin-2) (Vascular endothelial cadherin-2) (VE-cad-2) (VE-cadherin-2) [Cleaved into: Protocadherin-12, secreted form]	Pcdh12	Mus musculus (Mouse)
O55186	reviewed	CD59A_MOUSE	CD59A glycoprotein (MAC-inhibitory protein) (MAC-IP) (Membrane attack complex inhibition factor) (MACIF) (Protectin) (CD antigen CD59)	Cd59a Cd59	Mus musculus (Mouse)
O55192	reviewed	SC6A2_MOUSE	Sodium-dependent noradrenaline transporter (Norepinephrine transporter) (NET) (Solute carrier family 6 member 2)	Slc6a2	Mus musculus (Mouse)
O55222	reviewed	ILK_MOUSE	Integrin-linked protein kinase (EC 2.7.11.1) (59 kDa serine/threonine-protein kinase) (Beta-integrin-linked kinase) (ILK-1) (ILK-2) (p59ILK)	Ilk ILK1 ILK2	Mus musculus (Mouse)
O55225	reviewed	OTOG_MOUSE	Otogelin	Otog Otgn	Mus musculus (Mouse)
O55242	reviewed	SGMR1_MOUSE	Sigma non-opioid intracellular receptor 1 (Sigma 1-type opioid receptor) (Sigma1-receptor) (Sigma1R)	Sigmar1 Oprs1	Mus musculus (Mouse)
O70131	reviewed	NINJ1_MOUSE	Ninjurin-1 (Nerve injury-induced protein 1) [Cleaved into: Secreted ninjurin-1 (Soluble ninjurin-1) (sNinJ1)]	Ninj1	Mus musculus (Mouse)
O70161	reviewed	PI51C_MOUSE	Phosphatidylinositol 4-phosphate 5-kinase type-1 gamma (PIP5K1-gamma) (PtdIns(4)P-5-kinase 1 gamma) (EC 2.7.1.68) (Phosphatidylinositol 4-phosphate 5-kinase type I gamma) (PIP5KIgamma)	Pip5k1c Kiaa0589	Mus musculus (Mouse)
O70165	reviewed	FCN1_MOUSE	Ficolin-1 (Collagen/fibrinogen domain-containing protein 1) (Ficolin-A) (Ficolin-alpha) (M-ficolin)	Fcn1 Fcna	Mus musculus (Mouse)
O70172	reviewed	PI42A_MOUSE	Phosphatidylinositol 5-phosphate 4-kinase type-2 alpha (EC 2.7.1.149) (1-phosphatidylinositol 5-phosphate 4-kinase 2-alpha) (Diphosphoinositide kinase 2-alpha) (Phosphatidylinositol 5-Phosphate 4-Kinase) (PI5P4Kalpha) (Phosphatidylinositol 5-phosphate 4-kinase type II alpha) (PI(5)P 4-kinase type II alpha) (PIP4KII-alpha) (PtdIns(5)P-4-kinase isoform 2-alpha)	Pip4k2a Pi5p4ka Pip5k2a	Mus musculus (Mouse)
O70174	reviewed	ACHA4_MOUSE	Neuronal acetylcholine receptor subunit alpha-4	Chrna4 Acra4	Mus musculus (Mouse)
O70200	reviewed	AIF1_MOUSE	Allograft inflammatory factor 1 (AIF-1) (Ionized calcium-binding adapter molecule 1)	Aif1 Iba1	Mus musculus (Mouse)
O70228	reviewed	ATP9A_MOUSE	Probable phospholipid-transporting ATPase IIA (EC 7.6.2.1) (ATPase class II type 9A)	Atp9a	Mus musculus (Mouse)
O70258	reviewed	SGCE_MOUSE	Epsilon-sarcoglycan (Epsilon-SG)	Sgce	Mus musculus (Mouse)
O70274	reviewed	TP4A2_MOUSE	Protein tyrosine phosphatase type IVA 2 (EC 3.1.3.48) (Protein-tyrosine phosphatase 4a2) (Protein-tyrosine phosphatase of regenerating liver 2) (PRL-2)	Ptp4a2 Prl2	Mus musculus (Mouse)
O70309	reviewed	ITB5_MOUSE	Integrin beta-5	Itgb5	Mus musculus (Mouse)
O70318	reviewed	E41L2_MOUSE	Band 4.1-like protein 2 (Erythrocyte membrane protein band 4.1-like 2) (Generally expressed protein 4.1) (4.1G)	Epb41l2 Epb4.1l2	Mus musculus (Mouse)
O70324	reviewed	MOT8_MOUSE	Monocarboxylate transporter 8 (MCT 8) (Solute carrier family 16 member 2) (X-linked PEST-containing transporter)	Slc16a2 Mct8 Xpct	Mus musculus (Mouse)
O70342	reviewed	NPY5R_MOUSE	Neuropeptide Y receptor type 5 (NPY5-R) (NPY-Y5 receptor) (NPYY5-R) (Y5 receptor)	Npy5r Npy5	Mus musculus (Mouse)
O70404	reviewed	VAMP8_MOUSE	Vesicle-associated membrane protein 8 (VAMP-8) (Endobrevin) (Edb)	Vamp8	Mus musculus (Mouse)
O70421	reviewed	FZD1_MOUSE	Frizzled-1 (Fz-1) (mFz1)	Fzd1	Mus musculus (Mouse)
O70423	reviewed	AOC3_MOUSE	Amine oxidase [copper-containing] 3 (EC 1.4.3.21) (Amine oxidase copper-containing 3) (Copper amine oxidase) (Semicarbazide-sensitive amine oxidase) (SSAO) (Vascular adhesion protein 1) (VAP-1)	Aoc3 Vap1	Mus musculus (Mouse)
O70451	reviewed	MOT2_MOUSE	Monocarboxylate transporter 2 (MCT 2) (Solute carrier family 16 member 7)	Slc16a7 Mct2	Mus musculus (Mouse)
O70491	reviewed	STRA6_MOUSE	Receptor for retinol uptake STRA6 (Retinoic acid-responsive protein) (Retinol-binding protein receptor STRA6) (Stimulated by retinoic acid gene 6 protein)	Stra6	Mus musculus (Mouse)
O70507	reviewed	HCN4_MOUSE	Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 4 (Brain cyclic nucleotide-gated channel 3) (BCNG-3)	Hcn4 Bcng3	Mus musculus (Mouse)
O70514	reviewed	FGFP1_MOUSE	Fibroblast growth factor-binding protein 1 (FGF-BP) (FGF-BP1) (FGF-binding protein 1) (FGFBP-1)	Fgfbp1	Mus musculus (Mouse)
O70572	reviewed	NSMA_MOUSE	Sphingomyelin phosphodiesterase 2 (EC 3.1.4.12) (Lyso-platelet-activating factor-phospholipase C) (Lyso-PAF-PLC) (Neutral sphingomyelinase) (N-SMase) (nSMase)	Smpd2	Mus musculus (Mouse)
O70577	reviewed	S22A2_MOUSE	Solute carrier family 22 member 2 (Organic cation transporter 2) (mOCT2)	Slc22a2 Oct2	Mus musculus (Mouse)
O70578	reviewed	CCG1_MOUSE	Voltage-dependent calcium channel gamma-1 subunit (Dihydropyridine-sensitive L-type, skeletal muscle calcium channel subunit gamma)	Cacng1	Mus musculus (Mouse)
O70585	reviewed	DTNB_MOUSE	Dystrobrevin beta (DTN-B) (mDTN-BDTN-B) (Beta-dystrobrevin)	Dtnb	Mus musculus (Mouse)
O70589	reviewed	CSKP_MOUSE	Peripheral plasma membrane protein CASK (EC 2.7.11.1) (Calcium/calmodulin-dependent serine protein kinase)	Cask Lin-2	Mus musculus (Mouse)
O70622	reviewed	RTN2_MOUSE	Reticulon-2 (Neuroendocrine-specific protein-like 1) (NSP-like protein 1) (Neuroendocrine-specific protein-like I) (NSP-like protein I) (NSPLI)	Rtn2 Nspl1	Mus musculus (Mouse)
O70628	reviewed	PDE9A_MOUSE	High affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A (EC 3.1.4.35)	Pde9a Pde8b	Mus musculus (Mouse)
O88307	reviewed	SORL_MOUSE	Sortilin-related receptor (Gp250) (Low-density lipoprotein receptor relative with 11 ligand-binding repeats) (LDLR relative with 11 ligand-binding repeats) (LR11) (SorLA-1) (Sorting protein-related receptor containing LDLR class A repeats) (mSorLA)	Sorl1	Mus musculus (Mouse)
O88310	reviewed	ITL1A_MOUSE	Intelectin-1a (Galactofuranose-binding lectin) (Intestinal lactoferrin receptor)	Itln1 Intl Itln Itln1a Itlna	Mus musculus (Mouse)
O88319	reviewed	NTR1_MOUSE	Neurotensin receptor type 1 (NT-R-1) (NTR1)	Ntsr1 Ntsr	Mus musculus (Mouse)
O88335	reviewed	KCNJ1_MOUSE	ATP-sensitive inward rectifier potassium channel 1 (ATP-regulated potassium channel ROM-K) (Inward rectifier K(+) channel Kir1.1) (Potassium channel, inwardly rectifying subfamily J member 1)	Kcnj1	Mus musculus (Mouse)
O88343	reviewed	S4A4_MOUSE	Electrogenic sodium bicarbonate cotransporter 1 (Sodium bicarbonate cotransporter) (Na(+)/HCO3(-) cotransporter) (Solute carrier family 4 member 4)	Slc4a4 Nbc1 Nbce1	Mus musculus (Mouse)
O88393	reviewed	TGBR3_MOUSE	Transforming growth factor beta receptor type 3 (TGF-beta receptor type 3) (TGFR-3) (Betaglycan) (Transforming growth factor beta receptor III) (TGF-beta receptor type III)	Tgfbr3	Mus musculus (Mouse)
O88410	reviewed	CXCR3_MOUSE	C-X-C chemokine receptor type 3 (CXC-R3) (CXCR-3) (Interferon-inducible protein 10 receptor) (IP-10 receptor) (CD antigen CD183)	Cxcr3 Cmkar3	Mus musculus (Mouse)
O88413	reviewed	TULP3_MOUSE	Tubby-related protein 3 (Tubby-like protein 3)	Tulp3	Mus musculus (Mouse)
O88427	reviewed	CAC1H_MOUSE	Voltage-dependent T-type calcium channel subunit alpha-1H (Voltage-gated calcium channel subunit alpha Cav3.2)	Cacna1h Kiaa1120	Mus musculus (Mouse)
O88444	reviewed	ADCY1_MOUSE	Adenylate cyclase type 1 (EC 4.6.1.1) (ATP pyrophosphate-lyase 1) (Adenylate cyclase type I) (Adenylyl cyclase 1) (Ca(2+)/calmodulin-activated adenylyl cyclase)	Adcy1	Mus musculus (Mouse)
O88454	reviewed	KCNK4_MOUSE	Potassium channel subfamily K member 4 (TWIK-related arachidonic acid-stimulated potassium channel protein) (TRAAK)	Kcnk4 Traak	Mus musculus (Mouse)
O88456	reviewed	CPNS1_MOUSE	Calpain small subunit 1 (CSS1) (Calcium-activated neutral proteinase small subunit) (CANP small subunit) (Calcium-dependent protease small subunit) (CDPS) (Calcium-dependent protease small subunit 1) (Calpain regulatory subunit)	Capns1 Capn4	Mus musculus (Mouse)
O88495	reviewed	MTR1L_MOUSE	Melatonin-related receptor (G protein-coupled receptor 50) (H9)	Gpr50	Mus musculus (Mouse)
O88507	reviewed	CNTFR_MOUSE	Ciliary neurotrophic factor receptor subunit alpha (CNTF receptor subunit alpha) (CNTFR-alpha)	Cntfr	Mus musculus (Mouse)
O88536	reviewed	FPR2_MOUSE	Formyl peptide receptor 2 (Formylpeptide receptor-related sequence 2) (Lipoxin A4 receptor-like protein) (N-formylpeptide receptor-like 2)	Fpr2 Fpr-rs2	Mus musculus (Mouse)
O88537	reviewed	FPRS3_MOUSE	Formyl peptide receptor-related sequence 3	Fpr-rs3	Mus musculus (Mouse)
O88551	reviewed	CLD1_MOUSE	Claudin-1	Cldn1	Mus musculus (Mouse)
O88552	reviewed	CLD2_MOUSE	Claudin-2	Cldn2	Mus musculus (Mouse)
O88572	reviewed	LRP6_MOUSE	Low-density lipoprotein receptor-related protein 6 (LRP-6)	Lrp6	Mus musculus (Mouse)
O88575	reviewed	S620B_MOUSE	Sodium- and chloride-dependent transporter XTRP3B (IMINO-K) (Solute carrier family 6 member 20B)	Slc6a20b Slc6a20 Xt3 Xtrp3	Mus musculus (Mouse)
